model_id,model_name,model_family,developer,release_date,context_window_tokens,mode,sources_found_in,canonical_model_id_litellm,canonical_model_id_openrouter,canonical_model_id_modelsdev,dedup_confidence,dedup_notes,avg_agentic_coding_score,avg_reasoning_chat_score
anthracite-org-magnum-v2-72b,Magnum V2 72B,,anthracite-org,2024-07-01,16384.0,chat,modelsdev,,,anthracite-org/magnum-v2-72b,high,,,
anthracite-org-magnum-v4-72b,Magnum v4 72B,,anthracite-org,2024-10-22,16384.0,chat,"openrouter,modelsdev",,anthracite-org/magnum-v4-72b,anthracite-org/magnum-v4-72b,high,,,
anthropic-claude-3-5-haiku,anthropic-claude-3-5-haiku,claude,replicate,,,chat,litellm,replicate/anthropic/claude-3.5-haiku,,,high,,,
anthropic-claude-3-5-haiku-20241022-v1,Claude Haiku 3.5,claude,,2024-10-22,8192.0,chat,"litellm,modelsdev",anthropic.claude-3-5-haiku-20241022-v1:0,,anthropic.claude-3-5-haiku-20241022-v1:0,high,,,
anthropic-claude-3-5-sonnet,anthropic--claude-3.5-sonnet,claude,openrouter,2024-10-22,8192.0,chat,"litellm,modelsdev",openrouter/anthropic/claude-3.5-sonnet,,anthropic--claude-3.5-sonnet,high,,,
anthropic-claude-3-5-sonnet-20240620-v1,Claude Sonnet 3.5,claude,,2024-06-20,4096.0,chat,"litellm,modelsdev",anthropic.claude-3-5-sonnet-20240620-v1:0,,anthropic.claude-3-5-sonnet-20240620-v1:0,high,,,
anthropic-claude-3-5-sonnet-20241022-v2,Claude Sonnet 3.5 v2,claude,,2024-10-22,8192.0,chat,"litellm,modelsdev",anthropic.claude-3-5-sonnet-20241022-v2:0,,anthropic.claude-3-5-sonnet-20241022-v2:0,high,,,
anthropic-claude-3-7-sonnet,anthropic--claude-3.7-sonnet,claude,openrouter,2025-02-24,128000.0,chat,"litellm,modelsdev",openrouter/anthropic/claude-3.7-sonnet,,anthropic--claude-3.7-sonnet,high,multiple versioned variants exist for this family,,
anthropic-claude-3-7-sonnet-20240620-v1,anthropic-claude-3-7-sonnet-20240620-v1,claude,,,8192.0,chat,litellm,anthropic.claude-3-7-sonnet-20240620-v1:0,,,high,,,
anthropic-claude-3-7-sonnet-20250219-v1,Claude Sonnet 3.7,claude,,2025-02-19,8192.0,chat,"litellm,modelsdev",anthropic.claude-3-7-sonnet-20250219-v1:0,,anthropic.claude-3-7-sonnet-20250219-v1:0,high,,,
anthropic-claude-3-7-sonnet-latest,anthropic-claude-3-7-sonnet-latest,claude,deepinfra,,200000.0,chat,litellm,deepinfra/anthropic/claude-3-7-sonnet-latest,,,medium,includes a 'latest' alias; mapping may change over time,,
anthropic-claude-3-haiku,anthropic--claude-3-haiku,claude,openrouter,2024-03-13,200000.0,chat,"litellm,modelsdev",openrouter/anthropic/claude-3-haiku,,anthropic--claude-3-haiku,high,,,
anthropic-claude-3-haiku-20240307-v1,Claude Haiku 3,claude,,2024-03-13,4096.0,chat,"litellm,modelsdev",anthropic.claude-3-haiku-20240307-v1:0,,anthropic.claude-3-haiku-20240307-v1:0,high,,,
anthropic-claude-3-opus,anthropic--claude-3-opus,claude,,2024-02-29,200000.0,chat,modelsdev,,,anthropic--claude-3-opus,high,,,
anthropic-claude-3-opus-20240229-v1,anthropic-claude-3-opus-20240229-v1,claude,,,4096.0,chat,litellm,anthropic.claude-3-opus-20240229-v1:0,,,high,,,
anthropic-claude-3-sonnet,anthropic--claude-3-sonnet,claude,,2024-03-04,200000.0,chat,modelsdev,,,anthropic--claude-3-sonnet,high,,,
anthropic-claude-3-sonnet-20240229-v1,anthropic-claude-3-sonnet-20240229-v1,claude,,,4096.0,chat,litellm,anthropic.claude-3-sonnet-20240229-v1:0,,,high,,,
anthropic-claude-4-5-haiku,anthropic--claude-4.5-haiku,claude,replicate,2025-10-01,200000.0,chat,"litellm,modelsdev",replicate/anthropic/claude-4.5-haiku,,anthropic--claude-4.5-haiku,high,,,
anthropic-claude-4-5-opus,anthropic--claude-4.5-opus,claude,,2025-11-24,200000.0,chat,modelsdev,,,anthropic--claude-4.5-opus,high,,,
anthropic-claude-4-5-sonnet,anthropic--claude-4.5-sonnet,claude,replicate,2025-09-29,200000.0,chat,"litellm,modelsdev",replicate/anthropic/claude-4.5-sonnet,,anthropic--claude-4.5-sonnet,high,,,
anthropic-claude-4-6-opus,anthropic--claude-4.6-opus,claude,,2026-02-05,200000.0,chat,modelsdev,,,anthropic--claude-4.6-opus,high,,,
anthropic-claude-4-6-sonnet,anthropic--claude-4.6-sonnet,claude,,2026-02-17,200000.0,chat,modelsdev,,,anthropic--claude-4.6-sonnet,high,,,
anthropic-claude-4-opus,anthropic--claude-4-opus,claude,deepinfra,2025-05-22,200000.0,chat,"litellm,modelsdev",deepinfra/anthropic/claude-4-opus,,anthropic--claude-4-opus,high,,,
anthropic-claude-4-sonnet,anthropic--claude-4-sonnet,claude,deepinfra,2025-05-22,200000.0,chat,"litellm,modelsdev",deepinfra/anthropic/claude-4-sonnet,,anthropic--claude-4-sonnet,high,,,
anthropic-claude-haiku-4-5,anthropic-claude-haiku-4-5,claude,openrouter,,200000.0,chat,litellm,openrouter/anthropic/claude-haiku-4.5,,,high,,,
anthropic-claude-haiku-4-5-20251001-v1,Claude Haiku 4.5,claude,,2025-10-15,64000.0,chat,"litellm,modelsdev",anthropic.claude-haiku-4-5-20251001-v1:0,,anthropic.claude-haiku-4-5-20251001-v1:0,high,,,
anthropic-claude-haiku-4-5@20251001,anthropic-claude-haiku-4-5@20251001,claude,,,64000.0,chat,litellm,anthropic.claude-haiku-4-5@20251001,,,high,,,
anthropic-claude-instant-v1,anthropic-claude-instant-v1,claude,,,8191.0,chat,litellm,anthropic.claude-instant-v1,,,high,,,
anthropic-claude-opus-4,anthropic-claude-opus-4,claude,openrouter,,32000.0,chat,litellm,openrouter/anthropic/claude-opus-4,,,high,,,
anthropic-claude-opus-4-1,anthropic-claude-opus-4-1,claude,openrouter,,32000.0,chat,litellm,openrouter/anthropic/claude-opus-4.1,,,high,,,
anthropic-claude-opus-4-1-20250805-v1,Claude Opus 4.1,claude,,2025-08-05,32000.0,chat,"litellm,modelsdev",anthropic.claude-opus-4-1-20250805-v1:0,,anthropic.claude-opus-4-1-20250805-v1:0,high,,,
anthropic-claude-opus-4-20250514-v1,Claude Opus 4,claude,,2025-05-22,32000.0,chat,"litellm,modelsdev",anthropic.claude-opus-4-20250514-v1:0,,anthropic.claude-opus-4-20250514-v1:0,high,,,
anthropic-claude-opus-4-5,anthropic-claude-opus-4-5,claude,openrouter,,32000.0,chat,litellm,openrouter/anthropic/claude-opus-4.5,,,high,,,
anthropic-claude-opus-4-5-20251101-v1,Claude Opus 4.5,claude,,2025-11-24,64000.0,chat,"litellm,modelsdev",anthropic.claude-opus-4-5-20251101-v1:0,,anthropic.claude-opus-4-5-20251101-v1:0,high,,,
anthropic-claude-opus-4-6,anthropic-claude-opus-4-6,claude,openrouter,,128000.0,chat,litellm,openrouter/anthropic/claude-opus-4.6,,,high,,,
anthropic-claude-opus-4-6-v1,Claude Opus 4.6,claude,,2026-02-05,128000.0,chat,"litellm,modelsdev",anthropic.claude-opus-4-6-v1,,anthropic.claude-opus-4-6-v1,high,,,
anthropic-claude-sonnet-4,anthropic-claude-sonnet-4,claude,openrouter,,64000.0,chat,litellm,openrouter/anthropic/claude-sonnet-4,,,high,,,
anthropic-claude-sonnet-4-20250514-v1,Claude Sonnet 4,claude,,2025-05-22,64000.0,chat,"litellm,modelsdev",anthropic.claude-sonnet-4-20250514-v1:0,,anthropic.claude-sonnet-4-20250514-v1:0,high,,,
anthropic-claude-sonnet-4-5,anthropic-claude-sonnet-4-5,claude,openrouter,,1000000.0,chat,litellm,openrouter/anthropic/claude-sonnet-4.5,,,high,,,
anthropic-claude-sonnet-4-5-20250929-v1,Claude Sonnet 4.5,claude,,2025-09-29,64000.0,chat,"litellm,modelsdev",anthropic.claude-sonnet-4-5-20250929-v1:0,,anthropic.claude-sonnet-4-5-20250929-v1:0,high,,,
anthropic-claude-sonnet-4-6,Claude Sonnet 4.6,claude,,2026-02-17,64000.0,chat,"litellm,modelsdev",anthropic.claude-sonnet-4-6,,anthropic.claude-sonnet-4-6,high,,,
anthropic-claude-v1,anthropic-claude-v1,claude,,,8191.0,chat,litellm,anthropic.claude-v1,,,high,,,
anthropic-claude-v2,anthropic-claude-v2,claude,,,8191.0,chat,litellm,anthropic.claude-v2:1,,,high,,,
anyscale-codellama-codellama-34b-instruct-hf,anyscale-codellama-codellama-34b-instruct-hf,llama,anyscale,,4096.0,chat,litellm,anyscale/codellama/CodeLlama-34b-Instruct-hf,,,high,,,
anyscale-codellama-codellama-70b-instruct-hf,anyscale-codellama-codellama-70b-instruct-hf,llama,anyscale,,4096.0,chat,litellm,anyscale/codellama/CodeLlama-70b-Instruct-hf,,,high,,,
anyscale-google-gemma-7b-it,anyscale-google-gemma-7b-it,,anyscale,,8192.0,chat,litellm,anyscale/google/gemma-7b-it,,,high,,,
anyscale-huggingfaceh4-zephyr-7b-beta,anyscale-huggingfaceh4-zephyr-7b-beta,,anyscale,,16384.0,chat,litellm,anyscale/HuggingFaceH4/zephyr-7b-beta,,,high,,,
anyscale-meta-llama-llama-2-13b-chat-hf,anyscale-meta-llama-llama-2-13b-chat-hf,llama,anyscale,,4096.0,chat,litellm,anyscale/meta-llama/Llama-2-13b-chat-hf,,,high,,,
anyscale-meta-llama-llama-2-70b-chat-hf,anyscale-meta-llama-llama-2-70b-chat-hf,llama,anyscale,,4096.0,chat,litellm,anyscale/meta-llama/Llama-2-70b-chat-hf,,,high,,,
anyscale-meta-llama-llama-2-7b-chat-hf,anyscale-meta-llama-llama-2-7b-chat-hf,llama,anyscale,,4096.0,chat,litellm,anyscale/meta-llama/Llama-2-7b-chat-hf,,,high,,,
anyscale-meta-llama-meta-llama-3-70b-instruct,anyscale-meta-llama-meta-llama-3-70b-instruct,llama,anyscale,,8192.0,chat,litellm,anyscale/meta-llama/Meta-Llama-3-70B-Instruct,,,high,,,
anyscale-meta-llama-meta-llama-3-8b-instruct,anyscale-meta-llama-meta-llama-3-8b-instruct,llama,anyscale,,8192.0,chat,litellm,anyscale/meta-llama/Meta-Llama-3-8B-Instruct,,,high,,,
anyscale-mistralai-mistral-7b-instruct-v0-1,anyscale-mistralai-mistral-7b-instruct-v0-1,,anyscale,,16384.0,chat,litellm,anyscale/mistralai/Mistral-7B-Instruct-v0.1,,,high,,,
anyscale-mistralai-mixtral-8x22b-instruct-v0-1,anyscale-mistralai-mixtral-8x22b-instruct-v0-1,mixtral,anyscale,,65536.0,chat,litellm,anyscale/mistralai/Mixtral-8x22B-Instruct-v0.1,,,high,,,
anyscale-mistralai-mixtral-8x7b-instruct-v0-1,anyscale-mistralai-mixtral-8x7b-instruct-v0-1,mixtral,anyscale,,16384.0,chat,litellm,anyscale/mistralai/Mixtral-8x7B-Instruct-v0.1,,,high,,,
ap-northeast-1-1-month-commitment-anthropic-claude-instant-v1,ap-northeast-1-1-month-commitment-anthropic-claude-instant-v1,claude,bedrock,,8191.0,chat,litellm,bedrock/ap-northeast-1/1-month-commitment/anthropic.claude-instant-v1,,,high,,,
ap-northeast-1-1-month-commitment-anthropic-claude-v1,ap-northeast-1-1-month-commitment-anthropic-claude-v1,claude,bedrock,,8191.0,chat,litellm,bedrock/ap-northeast-1/1-month-commitment/anthropic.claude-v1,,,high,,,
ap-northeast-1-1-month-commitment-anthropic-claude-v2,ap-northeast-1-1-month-commitment-anthropic-claude-v2,claude,bedrock,,8191.0,chat,litellm,bedrock/ap-northeast-1/1-month-commitment/anthropic.claude-v2:1,,,high,,,
ap-northeast-1-6-month-commitment-anthropic-claude-instant-v1,ap-northeast-1-6-month-commitment-anthropic-claude-instant-v1,claude,bedrock,,8191.0,chat,litellm,bedrock/ap-northeast-1/6-month-commitment/anthropic.claude-instant-v1,,,high,,,
ap-northeast-1-6-month-commitment-anthropic-claude-v1,ap-northeast-1-6-month-commitment-anthropic-claude-v1,claude,bedrock,,8191.0,chat,litellm,bedrock/ap-northeast-1/6-month-commitment/anthropic.claude-v1,,,high,,,
ap-northeast-1-6-month-commitment-anthropic-claude-v2,ap-northeast-1-6-month-commitment-anthropic-claude-v2,claude,bedrock,,8191.0,chat,litellm,bedrock/ap-northeast-1/6-month-commitment/anthropic.claude-v2:1,,,high,,,
ap-northeast-1-anthropic-claude-instant-v1,ap-northeast-1-anthropic-claude-instant-v1,claude,bedrock,,8191.0,chat,litellm,bedrock/ap-northeast-1/anthropic.claude-instant-v1,,,high,,,
ap-northeast-1-anthropic-claude-v1,ap-northeast-1-anthropic-claude-v1,claude,bedrock,,8191.0,chat,litellm,bedrock/ap-northeast-1/anthropic.claude-v1,,,high,,,
ap-northeast-1-anthropic-claude-v2,ap-northeast-1-anthropic-claude-v2,claude,bedrock,,8191.0,chat,litellm,bedrock/ap-northeast-1/anthropic.claude-v2:1,,,high,,,
ap-northeast-1-deepseek-v3-2,ap-northeast-1-deepseek-v3-2,deepseek,bedrock,,163840.0,chat,litellm,bedrock/ap-northeast-1/deepseek.v3.2,,,high,,,
ap-northeast-1-minimax-minimax-m2-1,ap-northeast-1-minimax-minimax-m2-1,,bedrock,,8192.0,chat,litellm,bedrock/ap-northeast-1/minimax.minimax-m2.1,,,high,,,
ap-northeast-1-moonshotai-kimi-k2-5,ap-northeast-1-moonshotai-kimi-k2-5,,bedrock,,262144.0,chat,litellm,bedrock/ap-northeast-1/moonshotai.kimi-k2.5,,,high,,,
ap-northeast-1-moonshotai-kimi-k2-thinking,ap-northeast-1-moonshotai-kimi-k2-thinking,,bedrock,,262144.0,chat,litellm,bedrock/ap-northeast-1/moonshotai.kimi-k2-thinking,,,high,,,
ap-northeast-1-qwen-qwen3-coder-next,ap-northeast-1-qwen-qwen3-coder-next,qwen,bedrock,,8192.0,chat,litellm,bedrock/ap-northeast-1/qwen.qwen3-coder-next,,,high,,,
ap-south-1-deepseek-v3-2,ap-south-1-deepseek-v3-2,deepseek,bedrock,,163840.0,chat,litellm,bedrock/ap-south-1/deepseek.v3.2,,,high,,,
ap-south-1-meta-llama3-70b-instruct-v1,ap-south-1-meta-llama3-70b-instruct-v1,llama,bedrock,,8192.0,chat,litellm,bedrock/ap-south-1/meta.llama3-70b-instruct-v1:0,,,high,,,
ap-south-1-meta-llama3-8b-instruct-v1,ap-south-1-meta-llama3-8b-instruct-v1,llama,bedrock,,8192.0,chat,litellm,bedrock/ap-south-1/meta.llama3-8b-instruct-v1:0,,,high,,,
ap-south-1-minimax-minimax-m2-1,ap-south-1-minimax-minimax-m2-1,,bedrock,,8192.0,chat,litellm,bedrock/ap-south-1/minimax.minimax-m2.1,,,high,,,
ap-south-1-moonshotai-kimi-k2-5,ap-south-1-moonshotai-kimi-k2-5,,bedrock,,262144.0,chat,litellm,bedrock/ap-south-1/moonshotai.kimi-k2.5,,,high,,,
ap-south-1-moonshotai-kimi-k2-thinking,ap-south-1-moonshotai-kimi-k2-thinking,,bedrock,,262144.0,chat,litellm,bedrock/ap-south-1/moonshotai.kimi-k2-thinking,,,high,,,
ap-south-1-qwen-qwen3-coder-next,ap-south-1-qwen-qwen3-coder-next,qwen,bedrock,,8192.0,chat,litellm,bedrock/ap-south-1/qwen.qwen3-coder-next,,,high,,,
ap-southeast-3-deepseek-v3-2,ap-southeast-3-deepseek-v3-2,deepseek,bedrock,,163840.0,chat,litellm,bedrock/ap-southeast-3/deepseek.v3.2,,,high,,,
ap-southeast-3-minimax-minimax-m2-1,ap-southeast-3-minimax-minimax-m2-1,,bedrock,,8192.0,chat,litellm,bedrock/ap-southeast-3/minimax.minimax-m2.1,,,high,,,
ap-southeast-3-moonshotai-kimi-k2-5,ap-southeast-3-moonshotai-kimi-k2-5,,bedrock,,262144.0,chat,litellm,bedrock/ap-southeast-3/moonshotai.kimi-k2.5,,,high,,,
ap-southeast-3-qwen-qwen3-coder-next,ap-southeast-3-qwen-qwen3-coder-next,qwen,bedrock,,8192.0,chat,litellm,bedrock/ap-southeast-3/qwen.qwen3-coder-next,,,high,,,
apac-amazon-nova-2-lite-v1,apac-amazon-nova-2-lite-v1,,,,64000.0,chat,litellm,apac.amazon.nova-2-lite-v1:0,,,high,,,
apac-amazon-nova-2-pro-preview-20251202-v1,apac-amazon-nova-2-pro-preview-20251202-v1,,,,64000.0,chat,litellm,apac.amazon.nova-2-pro-preview-20251202-v1:0,,,high,,,
apac-amazon-nova-lite-v1,apac-amazon-nova-lite-v1,,,,10000.0,chat,litellm,apac.amazon.nova-lite-v1:0,,,high,,,
apac-amazon-nova-micro-v1,apac-amazon-nova-micro-v1,,,,10000.0,chat,litellm,apac.amazon.nova-micro-v1:0,,,high,,,
apac-amazon-nova-pro-v1,apac-amazon-nova-pro-v1,,,,10000.0,chat,litellm,apac.amazon.nova-pro-v1:0,,,high,,,
apac-anthropic-claude-3-5-sonnet-20240620-v1,apac-anthropic-claude-3-5-sonnet-20240620-v1,claude,,,4096.0,chat,litellm,apac.anthropic.claude-3-5-sonnet-20240620-v1:0,,,high,,,
apac-anthropic-claude-3-5-sonnet-20241022-v2,apac-anthropic-claude-3-5-sonnet-20241022-v2,claude,,,8192.0,chat,litellm,apac.anthropic.claude-3-5-sonnet-20241022-v2:0,,,high,,,
apac-anthropic-claude-3-haiku-20240307-v1,apac-anthropic-claude-3-haiku-20240307-v1,claude,,,4096.0,chat,litellm,apac.anthropic.claude-3-haiku-20240307-v1:0,,,high,,,
apac-anthropic-claude-3-sonnet-20240229-v1,apac-anthropic-claude-3-sonnet-20240229-v1,claude,,,4096.0,chat,litellm,apac.anthropic.claude-3-sonnet-20240229-v1:0,,,high,,,
apac-anthropic-claude-haiku-4-5-20251001-v1,apac-anthropic-claude-haiku-4-5-20251001-v1,claude,,,64000.0,chat,litellm,apac.anthropic.claude-haiku-4-5-20251001-v1:0,,,high,,,
apac-anthropic-claude-sonnet-4-20250514-v1,apac-anthropic-claude-sonnet-4-20250514-v1,claude,,,64000.0,chat,litellm,apac.anthropic.claude-sonnet-4-20250514-v1:0,,,high,,,
arcee-ai-afm-models-trinity-mini,Trinity Mini,,arcee_ai,2025-12,131072.0,chat,modelsdev,,,arcee_ai/AFM/models/trinity-mini,high,,,
arcee-ai-coder-large,Arcee AI: Coder Large,,arcee-ai,2025-05-06,32768.0,chat,"openrouter,modelsdev",,arcee-ai/coder-large,arcee-ai/coder-large,high,,,
arcee-ai-maestro-reasoning,Arcee AI: Maestro Reasoning,,arcee-ai,2025-05-06,131072.0,chat,"openrouter,modelsdev",,arcee-ai/maestro-reasoning,arcee-ai/maestro-reasoning,high,,,
arcee-ai-spotlight,Arcee AI: Spotlight,,arcee-ai,2025-05-06,131072.0,chat,"openrouter,modelsdev",,arcee-ai/spotlight,arcee-ai/spotlight,high,,,
arcee-ai-trinity-large,Trinity Large,,arcee-ai,2025-12-01,131072.0,chat,modelsdev,,,arcee-ai/trinity-large,high,,,
arcee-ai-trinity-large-preview,Arcee AI: Trinity Large Preview (free),,arcee-ai,2026-01-28,131000.0,chat,"openrouter,modelsdev",,arcee-ai/trinity-large-preview:free,arcee-ai/trinity-large-preview:free,high,,,
arcee-ai-trinity-mini,Arcee AI: Trinity Mini (free),,arcee-ai,2026-01-28,131072.0,chat,"openrouter,modelsdev",,arcee-ai/trinity-mini:free,arcee-ai/trinity-mini:free,high,,,
arcee-ai-virtuoso-large,Arcee AI: Virtuoso Large,,arcee-ai,2025-05-06,131072.0,chat,"openrouter,modelsdev",,arcee-ai/virtuoso-large,arcee-ai/virtuoso-large,high,,,
ascend-tribe-pangu-pro-moe,ascend-tribe/pangu-pro-moe,,ascend-tribe,2025-07-02,128000.0,chat,modelsdev,,,ascend-tribe/pangu-pro-moe,high,,,
asi1-mini,ASI1 Mini,,,2025-03-25,128000.0,chat,modelsdev,,,asi1-mini,high,,,
assemblyai-best,assemblyai-best,,assemblyai,,,audio_transcription,litellm,assemblyai/best,,,high,,,
assemblyai-nano,assemblyai-nano,,assemblyai,,,audio_transcription,litellm,assemblyai/nano,,,high,,,
au-anthropic-claude-haiku-4-5-20251001-v1,au-anthropic-claude-haiku-4-5-20251001-v1,claude,,,64000.0,chat,litellm,au.anthropic.claude-haiku-4-5-20251001-v1:0,,,high,,,
au-anthropic-claude-opus-4-6-v1,au-anthropic-claude-opus-4-6-v1,claude,,,128000.0,chat,litellm,au.anthropic.claude-opus-4-6-v1,,,high,,,
au-anthropic-claude-sonnet-4-5-20250929-v1,au-anthropic-claude-sonnet-4-5-20250929-v1,claude,,,64000.0,chat,litellm,au.anthropic.claude-sonnet-4-5-20250929-v1:0,,,high,,,
au-anthropic-claude-sonnet-4-6,au-anthropic-claude-sonnet-4-6,claude,,,64000.0,chat,litellm,au.anthropic.claude-sonnet-4-6,,,high,,,
aurora-alpha,Aurora Alpha,,openrouter,2026-02-09,128000.0,chat,modelsdev,,,openrouter/aurora-alpha,high,,,
auto,Auto Router,,openrouter,2024-06-01,2000000.0,chat,"openrouter,modelsdev",,openrouter/auto,auto,high,,,
auto-model,Auto model,,,2024-06-01,1000000.0,chat,modelsdev,,,auto-model,high,,,
auto-model-basic,Auto model (Basic),,,2024-06-01,1000000.0,chat,modelsdev,,,auto-model-basic,high,,,
auto-model-premium,Auto model (Premium),,,2024-06-01,1000000.0,chat,modelsdev,,,auto-model-premium,high,,,
auto-model-standard,Auto model (Standard),,,2024-06-01,1000000.0,chat,modelsdev,,,auto-model-standard,high,,,
aws-polly-generative,aws-polly-generative,,aws_polly,,,audio_speech,litellm,aws_polly/generative,,,high,,,
aws-polly-long-form,aws-polly-long-form,,aws_polly,,,audio_speech,litellm,aws_polly/long-form,,,high,,,
aws-polly-neural,aws-polly-neural,,aws_polly,,,audio_speech,litellm,aws_polly/neural,,,high,,,
aws-polly-standard,aws-polly-standard,,aws_polly,,,audio_speech,litellm,aws_polly/standard,,,high,,,
azure-ai-claude-haiku-4-5,azure-ai-claude-haiku-4-5,claude,azure_ai,,64000.0,chat,litellm,azure_ai/claude-haiku-4-5,,,high,,,
azure-ai-claude-opus-4-1,azure-ai-claude-opus-4-1,claude,azure_ai,,32000.0,chat,litellm,azure_ai/claude-opus-4-1,,,high,,,
azure-ai-claude-opus-4-5,azure-ai-claude-opus-4-5,claude,azure_ai,,64000.0,chat,litellm,azure_ai/claude-opus-4-5,,,high,,,
azure-ai-claude-opus-4-6,azure-ai-claude-opus-4-6,claude,azure_ai,,128000.0,chat,litellm,azure_ai/claude-opus-4-6,,,high,,,
azure-ai-claude-sonnet-4-5,azure-ai-claude-sonnet-4-5,claude,azure_ai,,64000.0,chat,litellm,azure_ai/claude-sonnet-4-5,,,high,,,
azure-ai-claude-sonnet-4-6,azure-ai-claude-sonnet-4-6,claude,azure_ai,,64000.0,chat,litellm,azure_ai/claude-sonnet-4-6,,,high,,,
azure-ai-cohere-embed-v3-english,azure-ai-cohere-embed-v3-english,,azure_ai,,512.0,embedding,litellm,azure_ai/Cohere-embed-v3-english,,,high,,,
azure-ai-cohere-embed-v3-multilingual,azure-ai-cohere-embed-v3-multilingual,,azure_ai,,512.0,embedding,litellm,azure_ai/Cohere-embed-v3-multilingual,,,high,,,
azure-ai-cohere-rerank-v3-5,azure-ai-cohere-rerank-v3-5,,azure_ai,,4096.0,rerank,litellm,azure_ai/cohere-rerank-v3.5,,,high,,,
azure-ai-cohere-rerank-v3-english,azure-ai-cohere-rerank-v3-english,,azure_ai,,4096.0,rerank,litellm,azure_ai/cohere-rerank-v3-english,,,high,,,
azure-ai-cohere-rerank-v3-multilingual,azure-ai-cohere-rerank-v3-multilingual,,azure_ai,,4096.0,rerank,litellm,azure_ai/cohere-rerank-v3-multilingual,,,high,,,
azure-ai-cohere-rerank-v4-0-fast,azure-ai-cohere-rerank-v4-0-fast,,azure_ai,,32768.0,rerank,litellm,azure_ai/cohere-rerank-v4.0-fast,,,high,,,
azure-ai-cohere-rerank-v4-0-pro,azure-ai-cohere-rerank-v4-0-pro,,azure_ai,,32768.0,rerank,litellm,azure_ai/cohere-rerank-v4.0-pro,,,high,,,
azure-ai-deepseek-r1,azure-ai-deepseek-r1,deepseek,azure_ai,,8192.0,chat,litellm,azure_ai/deepseek-r1,,,high,,,
azure-ai-deepseek-v3,azure-ai-deepseek-v3,deepseek,azure_ai,,8192.0,chat,litellm,azure_ai/deepseek-v3,,,high,,,
azure-ai-deepseek-v3-0324,azure-ai-deepseek-v3-0324,deepseek,azure_ai,,8192.0,chat,litellm,azure_ai/deepseek-v3-0324,,,high,,,
azure-ai-deepseek-v3-2,azure-ai-deepseek-v3-2,deepseek,azure_ai,,163840.0,chat,litellm,azure_ai/deepseek-v3.2,,,high,,,
azure-ai-deepseek-v3-2-speciale,azure-ai-deepseek-v3-2-speciale,deepseek,azure_ai,,163840.0,chat,litellm,azure_ai/deepseek-v3.2-speciale,,,high,,,
azure-ai-doc-intelligence-prebuilt-document,azure-ai-doc-intelligence-prebuilt-document,,azure_ai,,,ocr,litellm,azure_ai/doc-intelligence/prebuilt-document,,,high,,,
azure-ai-doc-intelligence-prebuilt-layout,azure-ai-doc-intelligence-prebuilt-layout,,azure_ai,,,ocr,litellm,azure_ai/doc-intelligence/prebuilt-layout,,,high,,,
azure-ai-doc-intelligence-prebuilt-read,azure-ai-doc-intelligence-prebuilt-read,,azure_ai,,,ocr,litellm,azure_ai/doc-intelligence/prebuilt-read,,,high,,,
azure-ai-embed-v-4-0,azure-ai-embed-v-4-0,,azure_ai,,128000.0,embedding,litellm,azure_ai/embed-v-4-0,,,high,,,
azure-ai-flux-1-1-pro,azure-ai-flux-1-1-pro,,azure_ai,,,image_generation,litellm,azure_ai/FLUX-1.1-pro,,,high,,,
azure-ai-flux-1-kontext-pro,azure-ai-flux-1-kontext-pro,,azure_ai,,,image_generation,litellm,azure_ai/FLUX.1-Kontext-pro,,,high,,,
azure-ai-flux-2-pro,azure-ai-flux-2-pro,,azure_ai,,,image_generation,litellm,azure_ai/flux.2-pro,,,high,,,
azure-ai-global-grok-3,azure-ai-global-grok-3,,azure_ai,,131072.0,chat,litellm,azure_ai/global/grok-3,,,high,,,
azure-ai-global-grok-3-mini,azure-ai-global-grok-3-mini,,azure_ai,,131072.0,chat,litellm,azure_ai/global/grok-3-mini,,,high,,,
azure-ai-gpt-oss-120b,azure-ai-gpt-oss-120b,,azure_ai,,131072.0,chat,litellm,azure_ai/gpt-oss-120b,,,high,,,
azure-ai-grok-3,azure-ai-grok-3,,azure_ai,,131072.0,chat,litellm,azure_ai/grok-3,,,high,,,
azure-ai-grok-3-mini,azure-ai-grok-3-mini,,azure_ai,,131072.0,chat,litellm,azure_ai/grok-3-mini,,,high,,,
azure-ai-grok-4,azure-ai-grok-4,,azure_ai,,131072.0,chat,litellm,azure_ai/grok-4,,,high,,,
azure-ai-grok-4-1-fast-non-reasoning,azure-ai-grok-4-1-fast-non-reasoning,,azure_ai,,131072.0,chat,litellm,azure_ai/grok-4-1-fast-non-reasoning,,,high,,,
azure-ai-grok-4-1-fast-reasoning,azure-ai-grok-4-1-fast-reasoning,,azure_ai,,131072.0,chat,litellm,azure_ai/grok-4-1-fast-reasoning,,,high,,,
